"ID","Title","Keywords","FirstLevel"
"1178","Seamless Transition between Connected and Disconnected Collaborative Interaction","shared workspaces,collaborative working and learning,nomadic working and learning,interactive situation model","J"
"1179","Integrating Service-Oriented Mobile Units to Support Collaboration in Ad-hoc Scenarios","service-oriented mobile units,Web services platform,middleware for mobile groupware,ad-hoc col,laboration scenarios","C"
"1179","Integrating Service-Oriented Mobile Units to Support Collaboration in Ad-hoc Scenarios","service-oriented mobile units,Web services platform,middleware for mobile groupware,ad-hoc col,laboration scenarios","J"
"1180","Using PDAs in Meetings: Patterns, Architecture and Components","electronic meetings,meeting patterns,upper-layer middleware","H"
"1181","The Remote Control Approach - An Architecture for Adaptive Scripting across Collaborative Learning Environments","collaboration scripts,integration architecture,learning design","D"
"1181","The Remote Control Approach - An Architecture for Adaptive Scripting across Collaborative Learning Environments","collaboration scripts,integration architecture,learning design","K"
"1181","The Remote Control Approach - An Architecture for Adaptive Scripting across Collaborative Learning Environments","collaboration scripts,integration architecture,learning design","L"
"1183","Using an Evolving Thematic Clustering in a Text Segmentation Process","text segmentation,clustering ","I"
"1184","Informatics for Historians: Tools for Medieval Document XML Markup, and their Impact on the History-Sciences","history-informatics,digitalization and preparation of medieval documents for the Semantic Web,XML tagging,tool-support","H"
"1184","Informatics for Historians: Tools for Medieval Document XML Markup, and their Impact on the History-Sciences","history-informatics,digitalization and preparation of medieval documents for the Semantic Web,XML tagging,tool-support","I"
"1184","Informatics for Historians: Tools for Medieval Document XML Markup, and their Impact on the History-Sciences","history-informatics,digitalization and preparation of medieval documents for the Semantic Web,XML tagging,tool-support","J"
"1185","Metaclasses and Zoning Mechanism Applied to Handwriting Recognition","character recognition,zoning mechanism,feature measurement,metaclasses,confusion matrix","I"
"1186","Combining Classifiers in the ROC-space for Off-line Signature Verification","signature verification,pattern recognition","H"
"1187","Table-form Extraction with Artefact Removal","table-form recognition,table-form extraction,handwritten da,ta,document segmentation","I"
"1188","Detailing a Quantitative Method for Assessing Algorithms to Remove Back-to-Front Interference in Documents","document engineering,back-to-front interference,show-through,bleeding","H"
"1189","A Methodology for the Separation of Foreground/Background in Arabic Historical Manuscripts using Hybrid Methods","segmentation,restoration,light intensity normalisation,k-means,maximum likelihood,foreground/background,,Arabic historical color manuscript image","I"
"1190","A New and Efficient Algorithm to Binarize Document Images Removing Back-to-Front Interference","document engineering,back-to-front interference,show through,bleeding","H"
"1191","A Progressive Learning Method for Symbol Recognition","conditional discriminant analysis,symbol recognition","I"
"1193","Optimistic Fair Exchange in a Multi-user Setting","security protocol,fair exchange,public key cryptography","C"
"1193","Optimistic Fair Exchange in a Multi-user Setting","security protocol,fair exchange,public key cryptography","H"
"1194","New Results on NMAC/HMAC when Instantiated with Popular Hash Functions","cryptography,security,authentication","C"
"1194","New Results on NMAC/HMAC when Instantiated with Popular Hash Functions","cryptography,security,authentication","D"
"1194","New Results on NMAC/HMAC when Instantiated with Popular Hash Functions","cryptography,security,authentication","E"
"1194","New Results on NMAC/HMAC when Instantiated with Popular Hash Functions","cryptography,security,authentication","K"
"1195","Parallel Key Exchange","key exchange,key graph,security notions,randomness re-use","C"
"1195","Parallel Key Exchange","key exchange,key graph,security notions,randomness re-use","E"
"1196","Efficient k-out-of-n Oblivious Transfer Schemes","oblivious transfer,privacy protection,electronic commerce","D"
"1196","Efficient k-out-of-n Oblivious Transfer Schemes","oblivious transfer,privacy protection,electronic commerce","E"
"1196","Efficient k-out-of-n Oblivious Transfer Schemes","oblivious transfer,privacy protection,electronic commerce","K"
"1197","Bilateral Unknown Key-Share Attacks in Key Agreement Protocols","authenticated key agreement,unknown key-share resilience,bilateral unknown key-share resilience,the Bellare-Rogaway model","E"
"1197","Bilateral Unknown Key-Share Attacks in Key Agreement Protocols","authenticated key agreement,unknown key-share resilience,bilateral unknown key-share resilience,the Bellare-Rogaway model","H"
"1198","Formal Security Definition and Efficient Construction for Roaming with a Privacy-Preserving Extension","authenticated key exchange,anonymous roaming","C"
"1198","Formal Security Definition and Efficient Construction for Roaming with a Privacy-Preserving Extension","authenticated key exchange,anonymous roaming","H"
"1199","Certificateless Public Key Encryption Secure against Malicious KGC Attacks in the Standard Model","certificateless encryption,malicious KGC attack,standard model","E"
"1200","Parallel Formulations of Scalar Multiplication on Koblitz Curves","elliptic curve cryptography,Koblitz curves,finite field arithmetic,fast cryptographic algorithms","B"
"1200","Parallel Formulations of Scalar Multiplication on Koblitz Curves","elliptic curve cryptography,Koblitz curves,finite field arithmetic,fast cryptographic algorithms","E"
"1202","Analyzing Wiki-based Networks to Improve Knowledge Processes in Organizations","social software,wiki,knowledge work,network analysis,collaboration network","A"
"1202","Analyzing Wiki-based Networks to Improve Knowledge Processes in Organizations","social software,wiki,knowledge work,network analysis,collaboration network","H"
"1202","Analyzing Wiki-based Networks to Improve Knowledge Processes in Organizations","social software,wiki,knowledge work,network analysis,collaboration network","J"
"1202","Analyzing Wiki-based Networks to Improve Knowledge Processes in Organizations","social software,wiki,knowledge work,network analysis,collaboration network","K"
"1202","Analyzing Wiki-based Networks to Improve Knowledge Processes in Organizations","social software,wiki,knowledge work,network analysis,collaboration network","M"
"1203","A Linear Time Approximation Algorithm for Ruler Folding Problem","Ruler Folding Problem,Carpenter's Ruler,approximation algorithms","F"
"1203","A Linear Time Approximation Algorithm for Ruler Folding Problem","Ruler Folding Problem,Carpenter's Ruler,approximation algorithms","G"
"1205","Optimizing Assignment of Knowledge Workers to Office Space Using Knowledge Management Criteria<BR>The Flexible Office Case","flexibility, hypertext organization,knowledge management,knowledge work,office space,optimization","G"
"1205","Optimizing Assignment of Knowledge Workers to Office Space Using Knowledge Management Criteria<BR>The Flexible Office Case","flexibility, hypertext organization,knowledge management,knowledge work,office space,optimization","H"
"1205","Optimizing Assignment of Knowledge Workers to Office Space Using Knowledge Management Criteria<BR>The Flexible Office Case","flexibility, hypertext organization,knowledge management,knowledge work,office space,optimization","K"
"1205","Optimizing Assignment of Knowledge Workers to Office Space Using Knowledge Management Criteria<BR>The Flexible Office Case","flexibility, hypertext organization,knowledge management,knowledge work,office space,optimization","M"
"1206","Success Factors in a Weblog Community","user generated content,weblog analysis,e-communities,blogging","H"
"1206","Success Factors in a Weblog Community","user generated content,weblog analysis,e-communities,blogging","M"
"1207","Compensation Models for Interactive Advertising","interactive advertising,compensation model,classification","H"
"1207","Compensation Models for Interactive Advertising","interactive advertising,compensation model,classification","M"
"1208","Spatial Queries in Road Networks Based on PINE","nearest neighbor,continuous nearest neighbor,road network,Voronoi,PINE","E"
"1208","Spatial Queries in Road Networks Based on PINE","nearest neighbor,continuous nearest neighbor,road network,Voronoi,PINE","H"
"1210","Passive Estimation of Quality of Experience","quality of experience,passive performance measurements,internet performance,end-to-end performance,user behaviour,traffic analysis","C"
"1211","Trading Links and Paths on a Communication Bandwidth Market","bandwidth market,resource allocation,network design","C"
"1211","Trading Links and Paths on a Communication Bandwidth Market","bandwidth market,resource allocation,network design","K"
"1212","Cost Model for Bitstream Access Services with QoS Parameters","cost model,TELRIC,quality of service,bitstream access service,over-engineering,priority queuing","C"
"1213","Enhancing ZRTP by using Computational Puzzles","VoIP,SRTP,ZRTP,computational puzzle,challenge-response,eigenvectors,call delay","C"
"1213","Enhancing ZRTP by using Computational Puzzles","VoIP,SRTP,ZRTP,computational puzzle,challenge-response,eigenvectors,call delay","K"
"1214","Drives and Barriers for Development of Broadband Access - CE Perspective","broadband access,digital divide,e-services,ICT,Web-based multimedia services","C"
"1214","Drives and Barriers for Development of Broadband Access - CE Perspective","broadband access,digital divide,e-services,ICT,Web-based multimedia services","H"
"1214","Drives and Barriers for Development of Broadband Access - CE Perspective","broadband access,digital divide,e-services,ICT,Web-based multimedia services","J"
"1214","Drives and Barriers for Development of Broadband Access - CE Perspective","broadband access,digital divide,e-services,ICT,Web-based multimedia services","K"
"1215","Optimal Transit Price Negotiation: The Distributed Learning Perspective","interdomain prices,games with incomplete information,learning,stability","C"
"1215","Optimal Transit Price Negotiation: The Distributed Learning Perspective","interdomain prices,games with incomplete information,learning,stability","G"
"1215","Optimal Transit Price Negotiation: The Distributed Learning Perspective","interdomain prices,games with incomplete information,learning,stability","I"
"1216","Dynamic Bandwidth Pricing: Provision Cost, Market Size, Effective Bandwidths and Price Games","network economics,contracts,pricing,bandwidth on demand,effective bandwidths,statistical multiplexing,reaction curves,competition,provision cost","C"
"1216","Dynamic Bandwidth Pricing: Provision Cost, Market Size, Effective Bandwidths and Price Games","network economics,contracts,pricing,bandwidth on demand,effective bandwidths,statistical multiplexing,reaction curves,competition,provision cost","G"
"1216","Dynamic Bandwidth Pricing: Provision Cost, Market Size, Effective Bandwidths and Price Games","network economics,contracts,pricing,bandwidth on demand,effective bandwidths,statistical multiplexing,reaction curves,competition,provision cost","J"
"1217","A Normal Copula Model for the Economic Risk Analysis of Correlated Failures in Communications Networks","reliability,communications networks,risk analysis","C"
"1218","Security and Usability Aspects of Man-in-the-Middle Attacks on ZRTP","ZRTP,Man-in-the-Middle-Attack,security","K"
"1219","Quality of Experience in Communications Ecosystem","quality of experience,quality of service,happiness,business objective,holistic,modelling,ecosystem,analysis","H"
"1221","Approximation to a Behavioral Model for Estimating Traffic Aggregation Scenarios","network planning,traffic modeling,network scenario","C"
"1224","Computable Riesz Representation for Locally Compact Hausdorff Spaces","computable analysis,computable topology,Hausdorff spaces,Riesz representation theorem","F"
"1225","The Computable Multi-Functions on Multi-represented Sets are Closed under Programming","computable analysis,multi-functions,multi-representations,realization,flowcharts,-abstraction","F"
"1226","On the Subrecursive Computability of Several Famous Constants"," computable real number,Grzegorczyk classes,second Grzegorczyk class,lower elementary functions,Liouville's number,Euler's constant","F"
"1226","On the Subrecursive Computability of Several Famous Constants"," computable real number,Grzegorczyk classes,second Grzegorczyk class,lower elementary functions,Liouville's number,Euler's constant","G"
"1227","Computability of Topological Pressure for Sofic Shifts with Applications in Statistical Physics","hift dynamical systems,topological pressure,Type-2 computability,statistical physics","F"
"1227","Computability of Topological Pressure for Sofic Shifts with Applications in Statistical Physics","hift dynamical systems,topological pressure,Type-2 computability,statistical physics","G"
"1227","Computability of Topological Pressure for Sofic Shifts with Applications in Statistical Physics","hift dynamical systems,topological pressure,Type-2 computability,statistical physics","J"
"1228","Bloch's Constant is Computable","computability,algorithm,Bloch's constant","F"
"1229","The Riemann Integral in Weak Systems of Analysis","weak analysis,Riemann integral,counting hierarchy","F"
"1230","The Bit-Complexity of Finding Nearly Optimal Quadrature Rules for Weighted Integration","real computational complexity,quadrature rules","F"
"1230","The Bit-Complexity of Finding Nearly Optimal Quadrature Rules for Weighted Integration","real computational complexity,quadrature rules","G"
"1231","Notions of Probabilistic Computability on Represented Spaces","computable analysis,computable measures,probabilistic computation ","F"
"1232","On the Relationship between Filter Spaces and Weak Limit Spaces","convenient categories,higher type computation,QCB-spaces,topological spaces,filter spaces,weak limit spaces,equilogical spaces","F"
"1232","On the Relationship between Filter Spaces and Weak Limit Spaces","convenient categories,higher type computation,QCB-spaces,topological spaces,filter spaces,weak limit spaces,equilogical spaces","G"
"1233","A Direct Proof of the Equivalence between Brouwer's Fan Theorem and K&#246;nig's Lemma with a Uniqueness Hypothesis","Brouwer's fan theorem,K&#246;nig's lemma","F"
"1234","Multiple Explanations Driven Na&#239;ve Bayes Classifier","case-based reasoning,data mining,explanation patterns,Na&#239;ve Bayes,text classification","I"
"1235","The mobiDI&#193;K Educational Portal","web development,portal engine,server-side Java technology","H"
"1236","A Framework for the Conceptualization of Approaches to Create-by-Reuse of Learning Design Solutions","reusable units of learning,educational modelling languages,learning design processes,interoperability,conceptual framework","D"
"1236","A Framework for the Conceptualization of Approaches to Create-by-Reuse of Learning Design Solutions","reusable units of learning,educational modelling languages,learning design processes,interoperability,conceptual framework","H"
"1236","A Framework for the Conceptualization of Approaches to Create-by-Reuse of Learning Design Solutions","reusable units of learning,educational modelling languages,learning design processes,interoperability,conceptual framework","K"
"1237","Publication Bias in the Computer Science Education Research Literature","publication bias,computer science education,statistical reporting,gender","K"
"1238","Formalizing Agent-Based English Auctions Using Finite State Process Algebra","multi-agent system,formal specification,process algebra,English auction","I"
"1238","Formalizing Agent-Based English Auctions Using Finite State Process Algebra","multi-agent system,formal specification,process algebra,English auction","K"
"1239","Ranking Retrieval Systems with Partial Relevance Judgements","distributed information retrieval,ranking retrieval systems","H"
"1240","An Improved Multi-Agent Simulation Methodology for Modelling and Evaluating Wireless Communication Systems Resource Allocation Algorithms","simulation methodology,multi-agent systems,agent negotiation strategies,wireless communication systems,resource allocation,dynamic channel allocation algorithms","C"
"1240","An Improved Multi-Agent Simulation Methodology for Modelling and Evaluating Wireless Communication Systems Resource Allocation Algorithms","simulation methodology,multi-agent systems,agent negotiation strategies,wireless communication systems,resource allocation,dynamic channel allocation algorithms","I"
"1241","An Agent-Based Solution for Dynamic Supply Chain Management","supply chain management,electronic markets,software agents,trading agents,multi-agent simulation","I"
"1241","An Agent-Based Solution for Dynamic Supply Chain Management","supply chain management,electronic markets,software agents,trading agents,multi-agent simulation","J"
"1241","An Agent-Based Solution for Dynamic Supply Chain Management","supply chain management,electronic markets,software agents,trading agents,multi-agent simulation","K"
"1242","A Knowledge Discovery Agent for a Topology Bit-map in Ad Hoc Mobile Networks","knowledge discovery agent,ad hoc networks,AODV,table-driven routing,bit-map table,reducing overhead","C"
"1243","Structural Performance Evaluation of Multi-Agent Systems","metric,multi-agent system,performance evaluation","C"
"1243","Structural Performance Evaluation of Multi-Agent Systems","metric,multi-agent system,performance evaluation","H"
"1244","Query Transformation Based on Semantic Centrality in Semantic Social Network1","semantic social network,ontology alignment,query propagation","H"
"1244","Query Transformation Based on Semantic Centrality in Semantic Social Network1","semantic social network,ontology alignment,query propagation","I"
"1245","Schema Mappings and Agents' Actions in P2P Data Integration System","agent system,data integration,Prolog-like computations","H"
"1245","Schema Mappings and Agents' Actions in P2P Data Integration System","agent system,data integration,Prolog-like computations","I"
"1247","Reinforcement Learning on a Futures Market Simulator","reinforcement learning,market simulation","I"
"1248","Model Interpreter Frameworks:A Foundation for the Analysis of Domain-Specific Software Architectures","software architecture,model-driven engineering,component-based systems","D"
"1249","Embedded Software Revitalization through Component Mining and Software Product Line Techniques","maintenance,reuse,component mining,gateway,feature model,software product line,hardware decomposition,embedded system","D"
"1250","Experimenting the Automated Selection of COTS Components Based on Cost and System Requirements","COTS selection,optimization model,software requirements","D"
"1251","LIFT - A Legacy InFormation Retrieval Tool","reverse engineering,knowledge reuse,system understanding,legacy systems","D"
"1251","LIFT - A Legacy InFormation Retrieval Tool","reverse engineering,knowledge reuse,system understanding,legacy systems","K"
"1252","Mismatch Avoidance in Web Services Software Architectures","software architecture,architectural style,architectural mismatch,acme,web services","D"
"1253","CrossMDA: a Model-driven Approach for Aspect Management","model driven architecture,aspect oriented software development,crosscutting concerns,MDA transformations","D"
"1253","CrossMDA: a Model-driven Approach for Aspect Management","model driven architecture,aspect oriented software development,crosscutting concerns,MDA transformations","H"
"1254","A Product Derivation Tool Based on Model-Driven Techniques and Annotations","software product lines,product derivation tools,generative programming,model-driven development","D"
"1255","A Service-oriented Process to Develop Web Applications","Web applications,Web-based services,product line,business process","D"
"1263","On Complements of Sets and the Efremovi&#269; Condition in Pre-apartness Spaces","Pre-apartness spaces,Efremovi&#269; property","F"
"1265","Binary Methods Programming: the Clos Perspective","binary methods,Common Lisp,object orientation,meta-programming","D"
"1266","Custom Specializers in Object-Oriented Lisp","Specializer,generic function,Metaobject Protocol,Lisp","D"
"1267","An Implementation of CLIM Presentation Types","Common Lisp,CLIM,presentation types,metaobject protocol","D"
"1268","Context-Oriented Programming with the Ambient Object System","context-oriented programming,subjective dispatch,multiple dispatch,prototype-based programming,ambient intelligence","D"
"1269","UCL-GLORP - An ORM for Common Lisp","object-relational mapping,Common Lisp,Smalltalk","D"
"1269","UCL-GLORP - An ORM for Common Lisp","object-relational mapping,Common Lisp,Smalltalk","H"
"1270","A Tool for Reasoning about Qualitative Temporal Information: the Theory of S-languages with a Lisp Implementation","temporal reasoning,relation algebras,S-languages,Lisp","F"
"1270","A Tool for Reasoning about Qualitative Temporal Information: the Theory of S-languages with a Lisp Implementation","temporal reasoning,relation algebras,S-languages,Lisp","I"
"1272","NASDAQ Velocity and Forces: An Interactive Visualization of Activity and Change","stock market visualization,stock market data analysis,NASDAQ velocity and forces,graphical user interface,information visualization","J"
"1273","Supporting Informal Collaboration in Shared-Workspace Groupware","awareness,community-based groupware,real-time interaction,groupware","H"
"1274","CIAM: A Methodology for the Development of Groupware User Interfaces","groupware design,interaction design,model based design","D"
"1274","CIAM: A Methodology for the Development of Groupware User Interfaces","groupware design,interaction design,model based design","H"
"1275","Collaborative Explicit Plasticity Framework: a Conceptual Scheme for the Generation of Plastic and Group-Aware User Interfaces","plasticity,awareness,shared-knowledge,model-based approach,groupware","D"
"1275","Collaborative Explicit Plasticity Framework: a Conceptual Scheme for the Generation of Plastic and Group-Aware User Interfaces","plasticity,awareness,shared-knowledge,model-based approach,groupware","H"
"1276","Defining Tasks, Domains and Conversational Acts in CSCW Systems: the SPACE-DESIGN Case Study","CSCW,groupware,model-driven development","D"
"1276","Defining Tasks, Domains and Conversational Acts in CSCW Systems: the SPACE-DESIGN Case Study","CSCW,groupware,model-driven development","H"
"1277","Capturing Interaction Requirements in a Model Transformation Technology Based on MDA","model transformation,automatic code generation,sketches,interaction requirements,usability,Model Compiler,automatic code","H"
"1277","Capturing Interaction Requirements in a Model Transformation Technology Based on MDA","model transformation,automatic code generation,sketches,interaction requirements,usability,Model Compiler,automatic code","I"
"1278","Testing Website Usability in Spanish-Speaking Academia through Heuristic Evaluation and Cognitive Walkthroughs","usability evaluation,UsabAIPO heuristic method,cognitive walkthrough,UsabAIPO metrics,Spanish-speaking context of use","H"
"1279","Easing the Smart Home: Semi-automatic Adaptation in Perceptive Environments","ubiquitous computing,ambient intelligence,smart home,automatic adaptation,natural programming","C"
"1279","Easing the Smart Home: Semi-automatic Adaptation in Perceptive Environments","ubiquitous computing,ambient intelligence,smart home,automatic adaptation,natural programming","H"
"1279","Easing the Smart Home: Semi-automatic Adaptation in Perceptive Environments","ubiquitous computing,ambient intelligence,smart home,automatic adaptation,natural programming","I"
"1280","Development of Ambient Intelligence Systems Based on Collaborative Task Models","collaborative model,ambient intelligence,ubiquitous computing,task modeling,Context awareness","D"
"1280","Development of Ambient Intelligence Systems Based on Collaborative Task Models","collaborative model,ambient intelligence,ubiquitous computing,task modeling,Context awareness","H"
"1281","WebA: A Tool for the Assistance in Design and Evaluation of Websites","usability engineering,accessibility of websites,website usability evaluation,human computer interaction","H"
"1284","Feature Selection for the Classification of Large Document Collections","feature selection,text classification,machine learning,support vector machines,information retrieval,knowledge representation,data preprocessing","H"
"1284","Feature Selection for the Classification of Large Document Collections","feature selection,text classification,machine learning,support vector machines,information retrieval,knowledge representation,data preprocessing","I"
"1284","Feature Selection for the Classification of Large Document Collections","feature selection,text classification,machine learning,support vector machines,information retrieval,knowledge representation,data preprocessing","M"
"1285","Guaranteeing Seamless Mobility with User Redials and Automatic Handover Retrials","seamless mobility,Markovian model,finite truncated model,reattempt","C"
"1286","Enhancements of Meeting Information Management and Application for Knowledge Access and Learning Activities","meeting information system,electron meeting system,multimodal information extraction,meeting information retrieval and visualization","H"
"1287","Expressibility in <sup>1</sup><sub>1</sub>","Ehrenfeucht-Fra&#239;ss&#233; games,divisibility,expressibility,first-order,second-order","F"
"1288","An IP Core and GUI for Implementing Multilayer Perceptron with a Fuzzy Activation Function on Configurable Logic Devices","neural networks,multilayer perceptron,fuzzy logic,VHDL,FPGA,programmable logic,configurable hardware,IP core","B"
"1288","An IP Core and GUI for Implementing Multilayer Perceptron with a Fuzzy Activation Function on Configurable Logic Devices","neural networks,multilayer perceptron,fuzzy logic,VHDL,FPGA,programmable logic,configurable hardware,IP core","C"
"1288","An IP Core and GUI for Implementing Multilayer Perceptron with a Fuzzy Activation Function on Configurable Logic Devices","neural networks,multilayer perceptron,fuzzy logic,VHDL,FPGA,programmable logic,configurable hardware,IP core","I"
"1289","Applications of Mash-ups for a Digital Journal","mash-up,annotations,Web 2.0,metadata,decision making,scholarly network","H"
"1290","Exposure and Support of Latent Social Networks among Learning Object Repository Users","metadata,community building,sharing and reuse,structural computing,learning object,repository","H"
"1291","Searching ... in a Web","search engines,web search,PageRank,search bias,privacy,personalization,information ethics","H"
"1291","Searching ... in a Web","search engines,web search,PageRank,search bias,privacy,personalization,information ethics","K"
"1292","Using Taxonomies to Support the Macro Design Process for the Production of Web Based Trainings","E-learning,production of web based training,taxonomies,collaborative authoring,knowledge modelling,semantic design,instructional design support tool","H"
"1292","Using Taxonomies to Support the Macro Design Process for the Production of Web Based Trainings","E-learning,production of web based training,taxonomies,collaborative authoring,knowledge modelling,semantic design,instructional design support tool","I"
"1292","Using Taxonomies to Support the Macro Design Process for the Production of Web Based Trainings","E-learning,production of web based training,taxonomies,collaborative authoring,knowledge modelling,semantic design,instructional design support tool","K"
"1292","Using Taxonomies to Support the Macro Design Process for the Production of Web Based Trainings","E-learning,production of web based training,taxonomies,collaborative authoring,knowledge modelling,semantic design,instructional design support tool","M"
"1293","The Need for Formalizing Media Semantics in the Games and Entertainment Industry","multimedia semantics,digital entertainment,ontologies,semantic search","H"
"1294","Imagesemantics: User-Generated Metadata, Content Based Retrieval Beyond","Web 2.0,social media platform,user-generated content,MPEG-7","H"
"1296","Information Integration for the Masses","information extraction,web applications,assistants","D"
"1296","Information Integration for the Masses","information extraction,web applications,assistants","H"
"1297","A Workflow Language for Web Automation","web wrappers,data mining,web automation,web information systems","D"
"1297","A Workflow Language for Web Automation","web wrappers,data mining,web automation,web information systems","H"
"1298","Structure-Based Crawling in the Hidden Web","Web crawling,hidden web,tree-edit distance,web wrappers","H"
"1299","Structure and Semantics of Data-IntensiveWeb Pages: An Experimental Study on their Relationships","clustering,web page classification,data extraction","H"
"1299","Structure and Semantics of Data-IntensiveWeb Pages: An Experimental Study on their Relationships","clustering,web page classification,data extraction","I"
"1300","Exploring Information Extraction Resilience","information extraction,semi-structured data,ontologies","H"
"1301","Recognising Informative Web Page Blocks Using Visual Segmentation for Efficient Information Extraction","information extraction,informative block,visual block","H"
"1303","Modularizing Theorems for Software Product Lines: The Jbook Case Study","ASM,features,composition,verification,AHEAD","D"
"1304","A Metamodel-based Language and a Simulation Engine for Abstract State Machines","Abstract State Machines,ASM language,ASM simulator,model-driven engineering,metamodelling","B"
"1304","A Metamodel-based Language and a Simulation Engine for Abstract State Machines","Abstract State Machines,ASM language,ASM simulator,model-driven engineering,metamodelling","D"
"1304","A Metamodel-based Language and a Simulation Engine for Abstract State Machines","Abstract State Machines,ASM language,ASM simulator,model-driven engineering,metamodelling","F"
"1305","The Timed Abstract State Machine Language: Abstract State Machines for Real-Time System Engineering","real-time systems,embedded systems,specification,verification,formal methods,Abstract State Machines","D"
"1305","The Timed Abstract State Machine Language: Abstract State Machines for Real-Time System Engineering","real-time systems,embedded systems,specification,verification,formal methods,Abstract State Machines","I"
"1306","Simulation of Timed Abstract State Machines with Predicate Logic Model-Checking","abstract state machine,real-time,simulation,predicate timed logic,model-checking","D"
"1307","ASM Refinement Preserving Invariants","refinement,forward simulation,data refinement,commuting diagrams,Abstract State Machines,Mondex,electronic purses,security,dynamic logic,weakest preconditions,interactive theorem proving","D"
"1307","ASM Refinement Preserving Invariants","refinement,forward simulation,data refinement,commuting diagrams,Abstract State Machines,Mondex,electronic purses,security,dynamic logic,weakest preconditions,interactive theorem proving","F"
"1308","ASMs in Service Oriented Architectures","process mediation,service discovery,workflow composition","D"
"1308","ASMs in Service Oriented Architectures","process mediation,service discovery,workflow composition","H"
"1308","ASMs in Service Oriented Architectures","process mediation,service discovery,workflow composition","I"
"1309","What is Correctness of Security Protocols?","protocol goal,threat model,protocol verification,inductive method","D"
"1309","What is Correctness of Security Protocols?","protocol goal,threat model,protocol verification,inductive method","F"
"1312","A Survey of Practical Software Adaptation Techniques","adaptation,coupling,reuse,communication,coordination,software composition,modularity,software architecture,software measurement","D"
"1313","An Adaptation Logic Framework for Java-based Component Systems","software adaptation,software component,logic programming","D"
"1314","Composition and Run-time Adaptation of Mismatching Behavioural Interfaces","components,behavioural interfaces,transition systems,mismatch,composition,run-time adaptation,validation,aspect-oriented programming","D"
"1315","A Safe Dynamic Adaptation Framework for Aspect-Oriented Software Development","aspect-oriented programming,software adaptation,UML,CCS,extended state machines,interaction pattern specification","D"
"1315","A Safe Dynamic Adaptation Framework for Aspect-Oriented Software Development","aspect-oriented programming,software adaptation,UML,CCS,extended state machines,interaction pattern specification","I"
"1316","Adapting Web 1.0 User Interfaces to Web 2.0 Multidevice User Interfaces using RUX-Method","adaptation techniques,web engineering","H"
"1318","Intelligence Metasynthesis and Knowledge Processing in Intelligent Systems","knowledge processing,open complex intelligent systems,intelligence meta-synthesis,m-space,m-interaction","I"
"1318","Intelligence Metasynthesis and Knowledge Processing in Intelligent Systems","knowledge processing,open complex intelligent systems,intelligence meta-synthesis,m-space,m-interaction","M"
"1319","The APS Framework For Incremental Learning of Software Agents","statistical learning,incremental methods,software agents,web browsing assistant","I"
"1319","The APS Framework For Incremental Learning of Software Agents","statistical learning,incremental methods,software agents,web browsing assistant","M"
"1320","Market Microstructure Patterns Powering Trading and Surveillance Agents","market microstructure pattern,data mining,agents,market surveillance","H"
"1320","Market Microstructure Patterns Powering Trading and Surveillance Agents","market microstructure pattern,data mining,agents,market surveillance","I"
"1320","Market Microstructure Patterns Powering Trading and Surveillance Agents","market microstructure pattern,data mining,agents,market surveillance","M"
"1321","Non-repudiation Mechanism of Agent-based Mobile Payment Systems: Perspectives on Wireless PKI","non-repudiation,mobile agent,WPKI,trusted third party,security","D"
"1321","Non-repudiation Mechanism of Agent-based Mobile Payment Systems: Perspectives on Wireless PKI","non-repudiation,mobile agent,WPKI,trusted third party,security","E"
"1321","Non-repudiation Mechanism of Agent-based Mobile Payment Systems: Perspectives on Wireless PKI","non-repudiation,mobile agent,WPKI,trusted third party,security","K"
"1322","An Optimization of CDN Using Efficient Load Distribution and RADS Caching Algorithm","load balancing,caching algorithm,divided cache scope,content delivery network","C"
"1322","An Optimization of CDN Using Efficient Load Distribution and RADS Caching Algorithm","load balancing,caching algorithm,divided cache scope,content delivery network","H"
"1323","Intelligent Resource Exchanges: Solutions and Pathways in a Workforce Allocation Problem","multi-agent planning,e-business agents,case studies and reports on deployments","D"
"1324","Anti-Crisis Management of City Traffic Using Agent-Based Approach","multi-agent systems,city traffic modelling,traffic ligh optimization","I"
"1325","Implementation of a Prototype Positioning System for LBS on U-campus","ubiquitous-campus,LBS,positioning,fingerprinting method,decision tree","H"
"1325","Implementation of a Prototype Positioning System for LBS on U-campus","ubiquitous-campus,LBS,positioning,fingerprinting method,decision tree","I"
"1326","An Application of Meta Search Agent System Based on Semantized Tags for Enhanced Web Searching","ontology,semantiization,information searching,meta searching","H"
"1326","An Application of Meta Search Agent System Based on Semantized Tags for Enhanced Web Searching","ontology,semantiization,information searching,meta searching","I"
"1327","Tabu Search on GPU","graphics hardware,tabu search,traveling salesman,flow shop","I"
"1328","A Novel Multi-Layer Level Set Method for Image Segmentation","curve evolution,image layer,level set,multi-layer,segmentation,termination criterion","G"
"1328","A Novel Multi-Layer Level Set Method for Image Segmentation","curve evolution,image layer,level set,multi-layer,segmentation,termination criterion","I"
"1329","Automatic Construction of Fuzzy Rule Bases: a further Investigation into two Alternative Inductive Approaches","machine learning,fuzzy logics,Bayesian networks,Bayesian classification,genetic fuzzy systems","I"
"1330","A Hybrid Transgenetic Algorithm for the Prize Collecting Steiner Tree Problem","Prize Collecting Steiner Tree Problem,transgenetic algorithm,evolutionary algorithm,path-relinking","G"
